timing_variant,N,AvgR,MFE,MAE
NEXT_OPEN,3892,1.8974268300612291,2.6020743827683583,0.11122442811049284
PLUS_1_BAR,3892,0.9542086306092746,1.906098026930759,0.590951335546911
PLUS_2_BARS,3892,0.5767541160262031,1.636236208880182,0.7192939825261089
TURN_BAR_CLOSE,3892,1.830230394424251,2.468860356563158,0.291826373536862
