system,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
CURRENT_FROZEN_P40,3680,0.41141304347826085,0.026127656168990064,96.14977470188343,1.0478622545861342,50.45093023027245,1.9058077673301248
P41_ONLY,13047,0.38821184946731047,-0.09141992566827797,-1192.7557701940227,0.8370354202912128,1207.236803953996,-0.988004810893319
COMBINED,16727,0.39331619537275064,-0.06555903601913908,-1096.6059954921393,0.8824392690019707,1242.2212596558982,-0.8827783190539703
