year,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
2020,2055.0,0.3927007299270073,-0.0999904122181662,-205.48029710833154,0.8255582559221283,211.63734412660395,-0.970907558665123
2021,2195.0,0.3840546697038724,-0.11572513681575367,-254.0166753105793,0.7950689199356507,260.7896352663306,-0.9740290293790456
2022,1992.0,0.39759036144578314,-0.06338464535168192,-126.26221354055038,0.8845750339335097,135.76086666042698,-0.93003393869284
2023,1901.0,0.3834823776959495,-0.0829169166628258,-157.62505857603185,0.8519082098508446,221.82321978886336,-0.7105886332641964
2024,1918.0,0.3988529718456726,-0.06687020031394783,-128.25704420215195,0.8769375000003805,151.5555521871811,-0.8462708383243264
2025,2040.0,0.382843137254902,-0.09975506562167656,-203.5003338682202,0.8246746072659815,210.35597791967146,-0.9674093214785214
2026,946.0,0.3678646934460888,-0.12432785157310514,-117.61414758815746,0.7823901785479417,129.05556870954675,-0.9113450024993542
