segment,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
MRS,7036,0.3864411597498579,-0.09247918339500755,-650.6835343672731,0.8315365463255505,655.320871566316,-0.9929235624863298
MRL,6011,0.3902844784561637,-0.09018004255976537,-542.0722358267496,0.8431798636624059,569.2707091839549,-0.952222250471671
ALL,13047,0.38821184946731047,-0.09141992566827797,-1192.7557701940227,0.8370354202912128,1207.236803953996,-0.988004810893319
